Sara Loren	Living people, Pakistani movie actors
Robert Kraft	1941 births, Living people, American billionaires, Democrats (United States), American philanthropists, Real estate developers, American Jews, Businesspeople from Massachusetts, People from Brookline, Massachusetts
Young Harris, Georgia	Cities in Georgia (U.S. state)
Las Anod	Cities in Somalia, Khatumo
Byzantine Greeks	Greek people
Midwestern City Conference	1979 establishments in the United States, 1985 disestablishments in the United States
Midwestern Collegiate Conference	1985 establishments in the United States, 2001 disestablishments in the United States
Fern College	1881 establishments in the United States, 19th-century establishments in Ohio, 1964 disestablishments, 1960s disestablishments in the United States, Disestablishments in Ohio
North Dakota Agricultural College	1890 establishments in the United States, 1960s disestablishments in the United States
Fulani ecotype chickens	Poultry
Cagliari F.C.	Italian football clubs, 1920 establishments in Italy, 1924 disestablishments, 1920s disestablishments in Italy
C.S. Cagliari	Italian football clubs, 1920s establishments in Italy, 1924 establishments in Europe, 1935 disestablishments in Europe, 1930s disestablishments in Italy
U.S. Cagliari	Italian football clubs, 1930s establishments in Italy, 1935 establishments in Europe, 1970 disestablishments, 1970s disestablishments in Italy
Independent Retail Pharmacy Association	Companies, 1972 establishments
Pro Patria Catania	Italian football clubs, 1908 establishments in Italy, 1910s disestablishments in Italy
American Academy of Nursing	Nursing
International Council of Nurses	Nursing
Judith Oulton	Nurses
Jeanne Mance Award	Awards
Laomedon	People in Greek mythology
Pataskala, Ohio	Cities in Ohio
Tipp City, Ohio	Cities in Ohio
Akwid	Musical groups established in 2000, 2000s Mexican music groups, Mexican musical groups, Mexican rap music groups, 2000s establishments in Mexico
2018 Kemerovo fire	Shops, 2018 in Russia
Sea ice	Water, Oceanography
Gabriel von Hackl	1843 births, 1926 deaths, Painters, Austrian people
Christine Kaseba	First Ladies of Zambia, living people, Year of birth missing (living people)
Thandiwe Banda	Living people, Year of birth missing (living people), First Ladies of Zambia
Kemerovo	Capital cities in Russia, Siberia
Córdoba Department	Departments of Colombia
ZEE5	Entertainment websites
Tego Calderón	Puerto Rican singers, 1972 births, Living people
Bavarian Elite-Academy	1990s establishments in Germany, 1998 establishments in Europe, Education in Germany, Munich
Sister Jean	1919 births, Living people, American civil rights activists, American Roman Catholics, People from San Francisco, People from Chicago
Henry Minarik	1927 births, 2018 deaths, Pittsburgh Steelers players, Sportspeople from Michigan, People from Flint, Michigan
Emmett Hulcy Tidd	1923 births, 2018 deaths, Deaths from dementia, American military people, People from Shreveport, Louisiana
Tom Higgins (rock climber)	Sportspeople from California, Rock climbing, 1944 births, 2018 deaths
Frank Meisler	1929 births, 2018 deaths, Naturalized citizens of Israel, German architects, German sculptors, Israeli sculptors
André Bourbeau	1936 births, 2018 deaths, Deaths from leukemia, Cancer deaths in Canada, Politicians from Quebec
Bernie De Koven	1941 births, 2018 deaths, Deaths from pancreatic cancer, American educators, Writers from Wisconsin, People from Appleton, Wisconsin
Seo Min-woo	1985 births, 2018 deaths, Deaths from cardiac arrest, South Korean actors, South Korean singers
Nicolae Tilihoi	1956 births, 2018 deaths, Deaths from esophageal cancer, Romanian footballers
Fimbria	Anatomy of the female reproductive system
Wake Up with Al	2009 American television series debuts, 2015 American television series endings, The Weather Channel shows, English-language television programs
WMAR-TV	American television stations
Central Uruguay Railway Cricket Club	1891 establishments, 19th-century establishments in Uruguay, 1913 disestablishments, Disestablishments in South America
Library Tower	1989 establishments in California, 1993 disestablishments in the United States, 1990s disestablishments in California
Stabia SC	Italian football clubs, 1907 establishments in Italy, 1930s disestablishments in Italy
FC Stabiese	Italian football clubs, 1930 establishments in Europe, 1930s establishments in Italy, 1933 disestablishments in Europe, 1930s disestablishments in Italy
AC Stabia	Italian football clubs, 1933 establishments, 1930s establishments in Italy, 2003 disestablishments in Europe, 2000s disestablishments in Italy
Foot Ball Club Alessandria	Italian football clubs, 1912 establishments in Italy, 1920 disestablishments in Europe, 1920s disestablishments in Italy
U.S. Alessandria	Italian football clubs, 1920 establishments in Italy, 2004 disestablishments in Italy
Atif Aslam	1983 births, Living people, Pakistani singers, Pakistani movie actors, Singer-songwriters, Punjabi people, Bollywood playback singers
Ladon (mythology)	Greek legendary creatures
Ganymede (mythology)	Greek gods and goddesses
Phobos and Deimos (mythology)	Greek gods and goddesses
Jerry Williams (singer)	1942 births, 2018 deaths, Cancer deaths in Sweden, Swedish singers, Swedish movie actors, Swedish voice actors, Rock singers
Sándor Demján	1943 births, 2018 deaths, Hungarian businesspeople, Billionaires
Arnaud Beltrame	1973 births, 2018 deaths, French murder victims, French military people
Arijit Singh	1987 births, Living people, Indian singers, Punjabi people, Bollywood playback singers
Carcassonne and Trèbes attack	2018 crimes in Europe, 2010s crimes in France, 2010s murders in Europe, Islamic terrorist incidents in Europe, March 2018 events, Murder in 2018, Murder in France, Terrorist incidents in 2018, Terrorist incidents in France
Sergei Mavrodi	1955 births, 2018 deaths, Deaths from myocardial infarction, Fraudsters, Russian politicians, People from Moscow
Stéphane Audran	BAFTA Award winning actors, 1932 births, 2018 deaths, French movie actors, French television actors, People from Versailles
Appleton, Wisconsin	Cities in Wisconsin, County seats in Wisconsin, Winnebago County, Wisconsin
Tlacote el Alto	Settlements in Mexico, Towns in North America, Querétaro
Ceryneian Hind	Greek legendary creatures
John II of France	1319 births, 1364 deaths, Kings and Queens of France
John Ehle	1925 births, 2018 deaths, Deaths from congestive heart failure, American military personnel of World War II, American novelists, American screenwriters, Writers from North Carolina, People from Asheville, North Carolina
Heptagon	Polygons
Dodecagon	Polygons
Octadecagon	Polygons
Hendecagon	Polygons
Myriagon	Polygons
Octacontagon	Polygons
Heptacontagon	Polygons
Hectogon	Polygons
Dhaulagiri	Mountains of Nepal, Himalayas
The Expression of the Emotions in Man and Animals	Books by Charles Darwin
Celestine (mineral)	Ores
Dream Market	Internet
Canadian Shield	Geography of North America
Arnold R. Hirsch	1949 births, 2018 deaths, Deaths from dementia with Lewy bodies, Disease-related deaths in Illinois, American historians, Writers from Chicago
Huntington Park, California	Cities in California, Settlements in Los Angeles County, California, 1906 establishments in the United States, 1900s establishments in California
Vernon, California	Cities in California, Settlements in Los Angeles County, California
Commerce, California	Cities in California, Settlements in Los Angeles County, California
West Midlands Trains	2010s establishments in the United Kingdom, 2017 establishments in Europe, Railway operators in London, Train operating companies
Buddy Bolden	1877 births, 1931 deaths, American jazz musicians
Tuscarawas County, Ohio	1808 establishments in Ohio, Ohio counties
Uhrichsville, Ohio	Cities in Ohio
Novichok	Nerve agents
Chancellors of the Exchequer of England	16th century establishments in England, 1700s disestablishments in Europe
Chancellors of the Exchequer of Great Britain	1708 establishments, 1801 disestablishments, 18th century establishments in Great Britain, 19th century disestablishments in the United Kingdom, 1800s disestablishments in Europe, 1700s establishments in Europe
Chancellors of the Exchequer of the United Kingdom	1801 establishments, 1800s establishments in the United Kingdom
Heather Langenkamp	1962 births, Living people, A Nightmare on Elm Street, American movie actors, American television actors, Actors from Tulsa, Oklahoma
Sandra Peabody	1948 births, Actors from Portland, Oregon, American writers, Living people
Otrera	People in Greek mythology
The Last House on the Left	1972 movies, English-language movies, American horror movies
Penthesilea	People in Greek mythology
Ronny Jackson	1967 births, Living people, United States representatives from Texas, American physicians, Military people from Texas, US Republican Party politicians
Eurystheus	People in Greek mythology
Victor Kalashnikov	1942 births, 2018 deaths, Russian engineers, Russian inventors
Cycnus (son of Ares)	People in Greek mythology
Peter Munk	1927 births, 2018 deaths, Deaths from heart failure, Cardiovascular disease deaths in Canada, Canadian businesspeople, Hungarian businesspeople, Canadian philanthropists, Billionaires, People from Budapest
Tatiana Maslany	Emmy Award winning actors, 1985 births, Living people, Canadian movie actors, Canadian television actors, Canadian voice actors, People from Regina, Saskatchewan
Eric McClintock	1918 births, 2018 deaths, Australian businesspeople, Civil servants, Politicians from New South Wales, Writers from New South Wales
Verónica Echegui	1983 births, Living people, Spanish movie actors, Spanish television actors, Spanish voice actors, Actors from Madrid
Chalo Chatu	Wikis, Zambia, MediaWiki websites, 2016 establishments in Africa
Inonge Wina	Vice-Presidents of Zambia, 1941 births, Living people
Tracheid	Vascular plants, Wood, Cells, Plant anatomy, Plant physiology
Kirchheim unter Teck	Towns in Baden-Württemberg, Esslingen (district)
Robert Towne	Academy Award winning writers, Golden Globe Award winning writers, BAFTA Award winning writers, 1934 births, Living people, American movie actors, Movie directors from Los Angeles, California, Movie producers from Los Angeles, California, Screenwriters from Los Angeles, California, Actors from Los Angeles, California
Emiliano Mondonico	1947 births, 2018 deaths, Deaths from stomach cancer, Cancer deaths in Italy, Italian footballers, Italian football managers
José Hugo Garaycoa Hawkins	1930 births, 2018 deaths, Peruvian people, Roman Catholic bishops
S/PDIF	Audio technology, Computers
James C. Irwin	1929 births, 2018 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Arizona, American military people, People from Des Moines, Iowa, People from Arizona, United States Coast Guard
John W. Vogt	1936 births, 2018 deaths, Deaths from pulmonary fibrosis, Disease-related deaths in Florida, American engineers, Politicians from Florida, Scientists from Florida, US Democratic Party politicians
Mike Harrison (musician)	1945 births, 2018 deaths, English singers, English musicians, People from Cumbria
Eugène Van Roosbroeck	1928 births, 2018 deaths, Belgian cyclists, Belgian Olympians, Olympic gold medalists, People from Antwerp (province)
Stephen Reinhardt	1931 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in Los Angeles, American judges, Politicians from New York City, Politicians from Los Angeles, California, US Democratic Party politicians
Melrose Park, Illinois	Villages in Illinois, Suburbs of Chicago, Illinois, Settlements in Cook County, Illinois
Alanna Ubach	1975 births, Living people, American movie actors, American television actors, American voice actors, Models from California, Mexican movie actors, Mexican television actors, Mexican voice actors, Mexican singers, Actors from Los Angeles County, California, Singers from Los Angeles, California, People from Downey, California
Downey, California	Cities in California, Settlements in Los Angeles County, California
Elmarie Wendel	1928 births, 2018 deaths, American movie actors, American television actors, American musical theatre actors, Actors from Iowa, Singers from Iowa
Prince Eunjeon	1759 births, 1778 deaths, Korean people, Princes and princesses
Oldest dated rocks	Rocks, Earth, Dating methods
Tullimonstrum	Animals
Supercharger	Aircraft engines, Motors
Léon Kengo wa Dondo	1935 births, Living people, Democratic Republic of the Congo politicians, Prime ministers
André Bo-Boliko Lokonga	1934 births, 2018 deaths, Democratic Republic of the Congo politicians, Prime ministers
Prince George's County, Maryland	Maryland counties
My Dear Melancholy,	R&B albums, 2018 albums, The Weeknd
Luminous red nova	Astronomical phenomena, Variable stars
Georgian Bay	Bays of Canada, Geography of Ontario
Georgian Bay, Ontario	Settlements in Ontario
Htin Kyaw	1946 births, Living people, Educators, Writers, Presidents of Myanmar
Win Myint	1951 births, Living people, Presidents of Myanmar
Than Shwe	1933 births, Living people, People with cancer, Presidents of Myanmar, Prime Ministers of Myanmar, Military people
Robert Freeman Smith	1931 births, 2020 deaths, United States representatives from Oregon, Politicians from Portland, Oregon, US Republican Party politicians
Bob Ptacek	1937 births, Living people, American football linebackers, American football quarterbacks, Cleveland Browns players, Sportspeople from Cleveland, Ohio
Murray S. Hoffman	1924 births, 2018 deaths, American physicians, American educators, American diplomats, Scientists from Denver, Colorado, Politicians from Denver, Colorado
Michael Rennie	1909 births, 1971 deaths, Deaths from aortic aneurysm, Cardiovascular disease deaths in England, English movie actors, English stage actors, English television actors, Actors from Yorkshire
The Day the Earth Stood Still	1951 movies, American science fiction movies, English-language movies, 20th Century Fox movies, Movies directed by Robert Wise, Apocalyptic movies
Billy Gray (actor)	1938 births, Living people, American child actors, American movie actors, American television actors, Businesspeople from Los Angeles, California, Actors from Los Angeles, California, Sportspeople from Los Angeles, California
Sam Jaffe	1891 births, 1984 deaths, Deaths from prostate cancer, Cancer deaths in Los Angeles, American movie actors, American television actors, American stage actors, American educators, Jewish American actors, Engineers from New York, Actors from New York City, Musicians from New York City, Scientists from New York City, Writers from New York City
Hugh Marlowe	1911 births, 1982 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in New York City, American movie actors, American television actors, American stage actors, American radio actors, Actors from Philadelphia, Pennsylvania
Hoosiers	1986 movies, Indiana in fiction, Sports movies, American independent movies
Kawasaki Heavy Industries & CRRC Sifang C151C	Rolling stock
Kankai Municipality	Cities in Nepal, Municipalities of Nepal
Robert Whittaker	1920 births, 1980 deaths, Scientists from Wichita, Kansas, Deaths from lung cancer, American botanists
Crown Prince Sangkye	1769 births, 1786 deaths, Korean people, Princes and princesses, Assassinated people
Surunga	Cities in Nepal
Crown Prince Uiso	1750 births, 1752 deaths, Korean people, Princes and princesses
Luluwa	Abrahamic religions
Ghailadubba	Cities in Nepal
Script.NET	Programming languages
Kankai River	Rivers of Nepal
Serif	Typography, History of printing
Adair County, Kentucky	1800s establishments in Kentucky, 1801 establishments in the United States, Kentucky counties
Quindío Department	Departments of Colombia
Ali ibn Musa	Muslims, History of Islam
420 (cannabis culture)	Cannabis, Holidays, April events
Bhang	Cannabis, Indian culture
Sun Kosi	Rivers of Nepal
International Lefthanders Day	Days
Arun River	Rivers of Nepal
Tamur River	Rivers of Nepal
Dudh Kosi	Rivers of Nepal
Lock-in amplifier	Electronics, Technology
Indravati River, Nepal	Rivers of Nepal
9ice	Living people, Nigerian politicians, Nigerian singers, 1980 births
Oyo State	States of Nigeria
Abiola Ajimobi	1949 births, 2020 deaths, Deaths from the COVID-19 pandemic in Nigeria, Nigerian politicians, Nigerian businesspeople
Living things (song)	Songs
Fulani people	Ethnic groups in Africa
Fulfulde	Niger-Congo languages, Languages of Africa
Imja Khola	Rivers of Nepal
Bagmati River	Rivers of Nepal, Rivers of Bihar
US Reggio Calabria	Italian football clubs, 1914 establishments in Italy, 1920s disestablishments in Italy, 1928 disestablishments
AS Reggina	Italian football clubs, 1928 establishments in Europe, 1920s establishments in Italy, 1935 disestablishments in Europe, 1945 establishments in Italy, 1986 disestablishments
SS Dominante	Italian football clubs, 1935 establishments in Europe, 1930s establishments in Italy, 1945 disestablishments in Italy
Bandipora District	Districts of Jammu and Kashmir
Jeanne Baptiste d'Albert de Luynes	People from Paris, 1670 births, 1736 deaths, French nobility
Gandaki River	Rivers of Nepal, Rivers of Bihar
Trishuli River	Rivers of Nepal
Seti Gandaki River	Rivers of Nepal
Lhotse	Mountains of Nepal, Tibet, Himalayas
Vedic period	History of India
Makalu	Mountains of Nepal, Tibet, Himalayas
Walter Pérez Villamonte	1936 births, 2018 deaths, Roman Catholic bishops, Bolivian people
Tarasp	Former municipalities of Graubünden
Ruelisheim	Communes in Haut-Rhin
Lavau-sur-Loire	Communes in Loire-Atlantique
Deaths in April 2018	2018 deaths, April 2018 events
Edward Seaga	1930 births, 2019 deaths, Cancer deaths in Florida, Prime Ministers of Jamaica, Harvard University alumni, Politicians from Boston, Massachusetts
Avichai Rontzki	1951 births, 2018 deaths, Chief Military Rabbis of Israel, Deaths from colorectal cancer, People from Haifa
Michel Sénéchal	1927 births, 2018 deaths, French singers, Entertainers from Paris
Sven-Olov Sjödelius	1933 births, 2018 deaths, Deaths from respiratory failure, Swedish Olympians, Olympic gold medalists
Margarita Carrera	1929 births, 2018 deaths, Philosophers, Educators, Guatemalan writers, People from Guatemala City
Françoise d'Aubigné, Marquise de Maintenon	1635 births, 1719 deaths, French nobility, House of Bourbon
Luigi De Filippo	1930 births, 2018 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Italy, Italian movie actors, Italian stage actors, Italian television actors, Playwrights, Italian writers, People from Naples
Peg Lautenschlager	1955 births, 2018 deaths, Deaths from breast cancer, Deaths from bone cancer, American lawyers, Politicians from Wisconsin, US Democratic Party politicians
Abdul Latif Dayfallah	1930 births, 2019 deaths, Prime Ministers of Yemen
P. J. Patterson	1935 births, Living people, Prime Ministers of Jamaica
Andrew Holness	1972 births, Living people, Prime Ministers of Jamaica, Current national leaders
Patrick Allen (politician)	1951 births, Living people, Governors-General of Jamaica, Current national leaders
Edward Zacca	1931 births, 2019 deaths, Governors-General of Jamaica, Judges
Thomas Remengesau Sr.	1929 births, 2019 deaths, Vice presidents, Presidents of Palau
Alabama Vipers	Arena Football League, Alabama, 2000 establishments in the United States, 20th-century establishments in Alabama
Tennessee Valley Vipers	2000 establishments in the United States, 20th-century establishments in Tennessee
Cho Oyu	Himalayas, Mountains of Nepal, Tibet
Manaslu	Mountains of Nepal, Himalayas
Jorge Wagensberg Lubinski	1948 births, 2018 deaths, Deaths from pancreatic cancer, Cancer deaths in Spain, Spanish writers, Spanish educators, Physicists, People from Barcelona
Michael Tree	1934 births, 2018 deaths, Deaths from Parkinson's disease, Disease-related deaths in New York City, American violinists, Musicians from New York City, Musicians from Newark, New Jersey
Maywood, California	Cities in California, Settlements in Los Angeles County, California
Annapurna Massif	Mountains of Nepal, Himalayas
Himalchuli	Mountains of Nepal, Himalayas
Bardiya National Park	National parks of Nepal
Chitwan National Park	National parks of Nepal, World Heritage Sites in Asia
Langtang National Park	National parks of Nepal
Makalu Barun National Park	National parks of Nepal
Rara National Park	National parks of Nepal
Sagarmatha National Park	National parks of Nepal, World Heritage Sites in Asia
Wat's Dyke	Buildings and structures in Wales, Fortification, Monuments and memorials in England
Monohorpur	Villages in India
Welsh Marches	Wales, England
Office central de lutte contre les crimes contre l'humanité	Pages with citations lacking titles, Pages with citations having bare URLs, Crimes against humanity, War crimes, Genocide, Crime in France, 2013 establishments in France
Bob Beattie	1933 births, 2018 deaths, Coaches, Sportspeople from New Hampshire, Sportspeople from Colorado, People from Manchester, New Hampshire
Fruita, Colorado	Cities in Colorado, 1894 establishments in the United States, 1890s establishments in Colorado
Bell, California	Cities in California, Settlements in Los Angeles County, California
Naya Rivera	1987 births, Models from Los Angeles, California, American movie actors, American television actors, American voice actors, American child actors, American pop singers, American R&B singers, Accidental deaths by drowning in the United States, American autobiographers, LGBT models, LGBT actors, LGBT singers, LGBT writers, Bisexual people, LGBT people from Los Angeles, California, Writers from Los Angeles, California, Actors from Los Angeles, California, Singers from Los Angeles, California, 2020 deaths
Michael Eavis	1935 births, Living people, English businesspeople, People from Somerset
Libertyville, Illinois	Villages in Illinois, Suburbs of Chicago, Illinois
Linea dell'Impero	1930s in Italy, 20th century in Libya, 1940s in Italy
Dharahara	2015 disestablishments, Buildings and structures in Nepal, 1832 establishments, Establishments in Nepal, 1830s establishments in Asia
Narayanhity Palace	Buildings and structures in Nepal, 1963 establishments in Asia, Establishments in Nepal
Nazca plate	Tectonic plates, Pacific Ocean
Fruitafossor	Mammals, Fossils, Jurassic
Singha Durbar	Buildings and structures in Nepal, 1908 establishments, Establishments in Nepal, 1900s establishments in Asia
Colchis Bulls	Greek legendary creatures
Boudhanath	Buildings and structures in Nepal, World Heritage Sites in Asia
Rivella	Soft drinks
Saint-Amarin	Communes in Haut-Rhin
Dīs Pater	Roman gods and goddesses
Polybutadiene	Polymers
Morris Halle	1923 births, 2018 deaths, American educators, Latvian people, Naturalized citizens of the United States, Writers from Massachusetts, People from Cambridge, Massachusetts
Lill-Babs	1938 births, 2018 deaths, Deaths from heart failure, Cancer deaths in Sweden, Swedish singers, Swedish movie actors, Swedish television actors, Television presenters, Eurovision Song Contest entrants
Arrigo Petacco	1929 births, 2018 deaths, Deaths from liver cancer, Cancer deaths in Italy, Italian historians, Italian journalists
Consummation of marriage	Law, Marriage
Tessa Thompson	1983 births, Living people, African American actors, American Christians, American movie actors, American television actors, American voice actors, American stage actors, Actors from Los Angeles, California
Sara Gjoni	1993 births, Living people
Eugenio Beltrami	1835 births, 1900 deaths, Italian mathematicians, People from Cremona
Estadio Olímpico de la Ciudad de los Deportes	1947 establishments in North America, 1983 disestablishments, 1940s establishments in Mexico
Estadio Azulgrana	1983 establishments in North America, 1980s establishments in Mexico, 1996 disestablishments in North America
325	325
Evert Kroon	1946 births, 2018 deaths, Dutch Olympic bronze medalists, Dutch water polo players, People from Hilversum, Sportspeople from North Holland
Carlos Alvarado Quesada	1980 births, Living people, Journalists, Political scientists, Presidents of Costa Rica, Current national leaders
Abel Pacheco	1933 births, Living people, Presidents of Costa Rica
Miguel Ángel Rodríguez	1940 births, Living people, Presidents of Costa Rica, Economists, Business people, Lawyers, Secretaries General of the Organization of American States
Anna Chennault	1923 births, 2018 deaths, Deaths from stroke, Cardiovascular disease deaths in Washington, D.C., American journalists, Businesspeople from Washington, D.C., Writers from Washington, D.C., Naturalized citizens of the United States, Chinese journalists, Republicans (United States), People from Beijing
Claire Lee Chennault	1893 births, 1958 deaths, Deaths from lung cancer, Cancer deaths in the United States, Burials at Arlington National Cemetery, Anti-Communists, American aviators, American Protestants, American military personnel of World War I, American military personnel of World War II, Military people from Texas, People from Louisiana
YouTube headquarters shooting	2018 crimes in the United States, 2018 in California, April 2018 events, Crime in California, San Mateo County, California, Suicides by firearm in the United States, Suicides in California, YouTube
Commerce, Texas	Cities in Texas
Narrabeen Man	History of Australia
Phoksundo Lake	Lakes of Asia, Geography of Nepal
Blue Nile	Nile
Shey Phoksundo National Park	National parks of Nepal
Russia Today	Russia, Television networks
Boshruyeh	Cities in Iran
Limos (mythology)	Greek gods and goddesses
A. Philip Randolph	1889 births, 1979 deaths, American labor leaders, Democratic socialists, Nonviolence advocates, People from Jacksonville, Florida, Presidential Medal of Freedom recipients
Ray Wilkins	1956 births, 2018 deaths, Deaths from cardiac arrest, Cardiovascular disease deaths in London, English footballers, English football managers, People from Hillingdon (London borough), Sportspeople from London, Premier League players, Chelsea F.C. players, Crystal Palace F.C. players, Manchester United F.C. players
La Llorona (song)	Folklore, Mexican culture
Johnny Valiant	1946 births, 2018 deaths, Road accident deaths in the United States, American professional wrestlers, Sportspeople from Pittsburgh, Pennsylvania, Sportspeople from New York City
Jeff Perry	Drama Desk Award winners, 1955 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Chicago, People from Highland Park, Illinois
National University of Chilecito	2002 establishments in South America, Buildings and structures in Argentina, Establishments in Argentina
Joan Allen	Tony Award winning actors, Drama Desk Award winners, Saturn Award winners, 1956 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, American video game actors, Actors from Illinois
Powell County, Montana	Montana counties, 1901 establishments in the United States, 1900s establishments in Montana
Ma Long	1988 births, Living people, Chinese table tennis players
Richland County, Ohio	1808 establishments in Ohio, Ohio counties
Pepper Pike, Ohio	Cities in Ohio
Blank cheque	Metaphors
Isao Takahata	1935 births, 2018 deaths, Deaths from lung cancer, Japanese movie directors, Japanese animators, Japanese screenwriters, Japanese movie producers, Anime directors
Eric Bristow	1957 births, 2018 deaths, Cardiovascular disease deaths in England, Darts, Deaths from myocardial infarction, People from Hackney, Sportspeople from London
Yuriy Abramochkin	Russian artists, Photojournalists, Russian journalists, 1936 births, 2018 deaths
Jeremy Piven	Golden Globe Award winning actors, Emmy Award winning actors, 1965 births, Living people, American movie actors, American television actors, American voice actors, American stage actors, American television producers, Actors from New York City, Comedians from New York City
Colorado Crush	Arena Football League, Sports in Denver, Colorado, 2003 establishments in the United States, 2000s establishments in Colorado, 2008 disestablishments in the United States
Sheila Houlahan	American singers, Actors from Seattle, Washington, Living people
Logan (movie)	2017 movies, 2010s superhero movies, 20th Century Fox movies, Movies directed by James Mangold, Movies produced by Lauren Shuler Donner, Movies produced by Simon Kinberg, Movies set in Mexico, Movies set in Texas, Movies set in the future, Superhero drama movies, X-Men (movie series), Wolverine movies, Dystopian movies, American superhero movies
Frederick D. Reese	People from Selma, Alabama, American educators, American civil rights activists, 1929 births, 2018 deaths
Susan Anspach	1942 births, 2018 deaths, Deaths from heart failure, Cardiovascular disease deaths in Los Angeles, American movie actors, American television actors, American stage actors, Actors from New York City
Salah Nooruddin	1963 births, Living people, Bahraini people
Tyrosine	Amino acids
The Mississippi Bar	1932 establishments in the United States, 20th-century establishments in Mississippi
Camden County, Georgia	1777 establishments in Georgia (U.S. state)
Peshmerga	Iraq, Kurdistan
Taylor Stadium	Buildings and structures in Missouri, 2002 establishments in the United States, 21st-century establishments in Missouri
Alabama Soccer Stadium	Buildings and structures in Alabama, 2004 establishments in the United States, 2000s establishments in Alabama
Mortice and tenon	Wood
Tongue and groove	Woodworking
Ahmed bin Ali bin Abdulla Al Khalifa	Living people, Arab people, Bahraini people
Zhang Jike	1988 births, Living people, Chinese table tennis players
Golden Hind	Ships
Hi Hi Puffy AmiYumi	American children's television series, Cartoon Network series, 2004 American television series debuts, 2006 American television series endings, 2000s American television series, English-language television programs
Alamania	Orchids
Louisville, Ohio	Cities in Ohio
Mansfield, Ohio	Cities in Ohio, County seats in Ohio
Russian interference in the 2016 United States elections	2016 United States presidential election, 2016 United States presidential campaigns, United States Democratic Party
Burton Smith	1941 births, 2018 deaths, Cardiovascular disease deaths in Washington (state), American computer scientists, Scientists from North Carolina, People from Greensboro, North Carolina
Andres Ammas	1962 births, 2018 deaths, Deaths from myocardial infarction, Estonian politicians
Cecil Taylor	1929 births, 2018 deaths, American jazz musicians, American pianists, American poets, Musicians from New York City, Writers from New York City
Jacques Higelin	1940 births, 2018 deaths, Deaths from colorectal cancer, Cancer deaths in France, French pop singers
Invasion of Privacy (album)	2018 albums, Hip hop albums, Debut albums
Don't Forget About Us	Mariah Carey songs, 2005 songs, Mariah Carey, R&B songs, Pop songs
Larry Sharpe (politician)	1968 births, Living people, American political activists, Politicians from New York City, Businesspeople from New York City, US Libertarian Party politicians, 2020 United States vice-presidential candidates, 2016 United States vice-presidential candidates
Kmele Foster	1980 births, Living people, American political writers, American political commentators, American television presenters, Writers from New York City, Television personalities from New York City
Etelka Keserű	1925 births, 2018 deaths, Deaths from cardiopulmonary arrest, Hungarian politicians, Hungarian economists
Lou Henson	1932 births, 2020 deaths, Coaches, Deaths from bone marrow cancer, Sportspeople from Oklahoma, Sportspeople from New Mexico, Sportspeople from Illinois
Soon-Tek Oh	1932 births, 2018 deaths, Naturalized citizens of the United States, South Korean actors, South Korean writers, American movie actors, American television actors, American stage actors, American voice actors, American playwrights, Actors who played in James Bond movies, Actors from Los Angeles, California, Writers from Los Angeles, California
Jack Lord	1920 births, 1998 deaths, Deaths from congestive heart failure, American military personnel of World War II, American movie actors, American television actors, American stage actors, American philanthropists, American television directors, American television producers, People with Alzheimer's disease, Actors from New York City, Actors who played Felix Leiter
Fan Zhendong	1997 births, Living people, Chinese table tennis players
SpongeBob SquarePants (season 11)	SpongeBob SquarePants seasons, 2010s television seasons, 2017 television seasons
5th century BC	5th century BC
Aleksandr Kurlovich	1961 births, 2018 deaths, Belarusian sportspeople, Weightlifters, Soviet Olympic gold medalists, Medalists at the 1992 Summer Olympics, Medalists at the 1988 Summer Olympics
Xu Xin	1990 births, Living people, Chinese table tennis players
Archie Shepp	1937 births, Living people, American saxophonists, American pianists, American composers, American civil rights activists, American educators, Musicians from Florida, Musicians from New York City, People from Fort Lauderdale, Florida
Oregon, Ohio	Cities in Ohio
Pharoah Sanders	1940 births, Living people, American jazz musicians, American saxophonists, Musicians from Arkansas, People from Little Rock, Arkansas
Petr Braiko	1918 births, 2018 deaths, Deaths from bronchopneumonia, Disease-related deaths in Moscow, Soviet military personnel of World War II
Pavol Paška	1958 births, 2018 deaths, Deaths from cardiac arrest, Slovakian politicians
Nancy Roman	1925 births, 2018 deaths, Disease-related deaths in Washington, D.C., American astronomers, Scientists from Nashville, Tennessee
Margaret Hamilton (scientist)	1936 births, Living people, American computer scientists, Engineers from Indiana, Businesspeople from Indiana, Scientists from Indiana, Presidential Medal of Freedom recipients
Daniel Chavarria	1933 births, 2018 deaths, Deaths from renal failure, Uruguayan writers, Cuban writers
A Quiet Place (movie)	2018 horror movies, 2010s horror thriller movies, 2018 science fiction movies, American horror thriller movies, American science fiction horror movies, Movies based on books, Movies set in New York, Paramount movies, Apocalyptic movies, Post-apocalyptic movies
Beagle 2	Open University, ESA spacecraft
Freestyle Script	Fonts
Gill Sans	Fonts
