William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Starboy (album)	2016 albums, The Weeknd
MVG Class B	Rolling stock, Munich, 1981 establishments in Europe, 1980s establishments in Germany
We've Only Just Begun	Pop songs, Pop ballads, 1970 songs
Nickelodeon Animation Studios	Nickelodeon, Animation studios
MVG Class A	Munich, Rolling stock, 1971 establishments in Germany
Heredia Province	Provinces of Costa Rica
Desmosome	Cell biology
Cell junction	Cell biology
Basil Hetzel	1922 births, 2017 deaths, Australian medical doctors, Order of Australia, People from Adelaide, Scientists from South Australia
Björn Granath	1946 births, 2017 deaths, Disease-related deaths in Sweden, People from Gothenburg, Swedish movie actors, Swedish stage actors, Swedish television actors, Swedish voice actors
Sonny Geraci	1947 births, 2017 deaths, American rock singers, Musicians from Cleveland, Ohio
Miltos Papapostolou	1936 births, 2017 deaths, Greek footballers, Greek football managers
Dritëro Agolli	1931 births, 2017 deaths, Albanian politicians, Deaths from lung disease, Poets
Luis Gómez-Montejano	1922 births, 2017 deaths, People from Madrid
Shumon Miura	1926 births, 2017 deaths, Deaths from pneumonia, Japanese novelists, Japanese educators, Writers from Tokyo
Benny Perrin	1959 births, 2017 deaths, People who committed suicide, Arizona Cardinals players, Sportspeople from California, People from Orange County, California
Lars-Erik Berenett	1942 births, 2017 deaths, Deaths from spinal cancer, Swedish movie actors, Swedish television actors
Marc Spitz	1969 births, 2017 deaths, American journalists, American playwrights, Writers from New York City
Amteka	Villages in India
Puntarenas Province	Provinces of Costa Rica
Electric locomotive	Locomotives
Sean Spicer	1971 births, Living people, White House Press Secretaries, White House Communications Directors, Politicians from New York, US Republican Party politicians
Heckler & Koch MSG90	Rifles
Hans van der Hoek	1933 births, 2017 deaths, Dutch footballers, Sportspeople from Rotterdam
Edward Shames	1922 births, Living people, American military people, People from Virginia
Edward Tipper	1921 births, 2017 deaths, American military people, People from Detroit, Michigan, People from Colorado
Gurudev Kalicharan Brahma Academy	Schools in India, 2009 establishments in Asia, 2000s establishments in India
George E. Smith	1939 births, Living people, American physicists, Scientists from New York
Amteka High School	Assam, Schools in India, 1996 establishments in Asia, 1990s establishments in India
Rosa Taikon	1926 births, 2017 deaths, Activists, Swedish movie actors
Steve Lang	1949 births, 2017 deaths, Canadian rock guitarists, Musicians from Montreal
Carmen Contreras-Bozak	1919 births, 2017 deaths, American military personnel of World War II, People from New York City, Puerto Rican people
Crewe railway station	1830s establishments in England, 1837 establishments in Europe, Railway stations in England, Listed buildings, Cheshire
Ichnogenus	Taxonomy, Ichnology
José Gea Escolano	1929 births, 2017 deaths, People from the Community of Valencia, Roman Catholic bishops, Spanish Roman Catholics
Roger Walkowiak	1927 births, 2017 deaths, French cyclists, Sportspeople from Auvergne-Rhône-Alpes, Tour de France winners
Subgenus	Taxonomy
Ritchie Yorke	1944 births, 2017 deaths, Australian journalists, Deaths from COPD, Disease-related deaths in Queensland, Australian critics, People from Brisbane, Writers from Queensland
Klagenfurt	Austrian state capitals, Districts of Carinthia (state), Cities and towns in Carinthia (state)
Wilhelm Eduard Weber	1804 births, 1891 deaths, German physicists, Fellows of the Royal Society, Foreign Members of the Royal Society, German academics, German inventors, German philosophers, German scientists, People from Saxony-Anhalt
Eisenstadt	Austrian state capitals, Districts of Burgenland, Cities and towns in Burgenland
Sankt Pölten	Austrian state capitals, Districts of Lower Austria, Cities and towns in Lower Austria
Tyrol (region)	Tyrol, Alps
Iran Air Flight 655	1988 in Asia, Aviation disasters in the 1980s, 1980s in Iran
Boy Asistio	1936 births, 2017 deaths, Filipino politicians, Mayors
Hans Rosling	1948 births, 2017 deaths, Deaths from pancreatic cancer, Swedish academics, Swedish scientists, Swedish physicians, People from Uppsala
Smail Hamdani	1930 births, 2017 deaths, Ambassadors of Algeria, Deaths from myocardial infarction, Prime Ministers of Algeria
Svend Asmussen	1916 births, 2017 deaths, Danish musicians, Jazz musicians, Violinists
Tzvetan Todorov	1939 births, 2017 deaths, Bulgarian writers, French historians, French sociologists, French philosophers, French literary critics, Writers from Paris, People from Sofia
Richard Hatch	1945 births, 2017 deaths, Deaths from pancreatic cancer, Cancer deaths in Los Angeles, American movie actors, American television actors, American voice actors, American stage actors, American television producers, American television writers, Actors from Santa Monica, California, Actors from Chicago, Writers from California, Writers from Chicago
Sotsha Dlamini	1940 births, 2017 deaths, Accidental deaths from falls, Prime Ministers of Swaziland
Richard Lyon (U.S. Admiral)	1923 births, 2017 deaths, Admirals, American mayors, Military people from California, People from Pasadena, California, Politicians from Los Angeles County, California, Yale University alumni
Steve Sumner	1955 births, 2017 deaths, Deaths from prostate cancer, English footballers, New Zealand sportspeople, People from Blackpool, Sportspeople from Lancashire
Mark Rylance	Academy Award winning actors, BAFTA Award winning actors, Tony Award winning actors, Drama Desk Award winners, 1960 births, Living people, English movie actors, English television actors, English stage actors, English voice actors, English playwrights, English theatre directors, Actors from Kent, Writers from Kent, People from Ashford, Kent
Guillermo Lasso	1955 births, Living people, Ecuadorian businesspeople, Presidents of Ecuador, Current national leaders, People from Guayaquil, Conservatives, Bankers, Political writers
Neil Gehrels	1952 births, 2017 deaths, American astronomers, American physicists, Astrophysicists, Scientists from Wisconsin
Timothy West	1934 births, Living people, English movie actors, English television actors, English stage actors, Actors from Bradford
Arthur Lehning	1899 births, 2000 deaths, Anarchists, Dutch centenarians, Dutch historians, Translators, Writers from Utrecht (city)
Paul Di'Anno	1958 births, Living people, Criminals from London, English rock singers, Fraudsters, Heavy metal singers, People from Chingford, Singers from London
Ólöf Nordal	1966 births, 2017 deaths, Deaths from pancreatic cancer, Government ministers, Icelandic politicians, People from Reykjavík
Tara Palmer-Tomkinson	1971 births, 2017 deaths, Deaths from ulcers, Deaths from peritonitis, Disease-related deaths in England, People with cancer, English models, English pianists, English television personalities, English television presenters, I'm a Celebrity...Get Me Out of Here! contestants, Socialites, Writers from Hampshire
Alan Simpson (scriptwriter)	1929 births, 2017 deaths, Deaths from lung disease, Disease-related deaths in London, English television writers, Screenwriters from London
Ray Galton	1930 births, 2018 deaths, Deaths from dementia, English television writers, Screenwriters from London
Mikhail Tolstykh	1980 births, 2017 deaths, Assassinated people, Colonels, Ukrainian military people
Antonín Přidal	1935 births, 2017 deaths, Deaths from stroke, Czech people, Czech journalists, Czech educators
Richard B. Wright	1937 births, 2017 deaths, Accidental deaths from falls, Accidental deaths in Canada, Writers from Ontario
Vladimir Vladimirovich Kara-Murza	1981 births, Living people, Russian politicians, Russian writers, Russian journalists, Human rights activists, Critics, People from Moscow
Arabesque (group)	German musical groups, 1977 establishments in Europe, 1984 disestablishments in Europe, Girl groups, Musical groups established in 1977, 1970s establishments in Germany, Musical groups disestablished in 1984
Val Demings	1957 births, Living people, African American politicians, American police officers, Politicians from Jacksonville, Florida, United States representatives from Florida, US Democratic Party politicians
Ron Rifkin	Drama Desk Award winners, Tony Award winning actors, 1939 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from New York City
Mohamud Muse Hersi	1937 births, 2017 deaths, African military people, African politicians, Generals, Heads of state, Muslims, Somali politicians
Windsor Davies	1930 births, 2019 deaths, Actors from Essex, British movie actors, British television actors, British voice actors
Brendan Rodgers	1973 births, Living people, Northern Irish football managers, British Protestants, Northern Irish Christians, Northern Irish footballers
States of Austria	States of Austria
Power Rangers (movie)	English-language movies, Movies about autism, American superhero movies, 2010s superhero movies, Lionsgate movies
Arrondissements of the Vaucluse department	Arrondissements of France, Provence-Alpes-Côte d'Azur
Luxembourg (region)	Divided regions, Regions of Europe
Arrondissement of Apt	Arrondissements of France, Provence-Alpes-Côte d'Azur
Lumberton High School	Schools
Convoy	War, Transport
Luther Strange	1953 births, Living people, United States senators from Alabama, Politicians from Birmingham, Alabama, US Republican Party politicians
Dana Boente	1954 births, Living people, United States Attorneys General, American lawyers, Politicians from Illinois, Politicians from Virginia
Rod J. Rosenstein	1965 births, Living people, American lawyers, Harvard University alumni, Jewish American politicians, Jewish lawyers, Politicians from Maryland, Politicians from Philadelphia, Pennsylvania, US Republican Party politicians, United States Deputy Attorneys General
Serge Baguet	1969 births, 2017 deaths, Belgian cyclists, Cancer deaths in Belgium, Deaths from colorectal cancer, People from East Flanders
Brendan McGahon	1936 births, 2017 deaths, Irish politicians, Conservatives
Packy (elephant)	1962 births, 2017 deaths, Deaths by euthanasia, Elephants, Individual animals, Portland, Oregon
Arrondissement of Avignon	Arrondissements of France, Provence-Alpes-Côte d'Azur
Arrondissement of Carpentras	Arrondissements of France, Provence-Alpes-Côte d'Azur
John Cullum	Drama Desk Award winners, Tony Award winning actors, 1930 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Tennessee, Singers from Tennessee, People from Knoxville, Tennessee
John Salt (bishop)	1941 births, 2017 deaths, Anglican bishops, Anglican priests, English Anglicans, English priests, People from Stoke-on-Trent
Sudan Liberation Movement	Sudan, Darfur conflict
John Whetton	1941 births, Living people, British male athletes, Sportspeople from Nottinghamshire
Mario Fasino	1920 births, 2017 deaths, Italian politicians, People from Apulia, People from Sicily
Ugo Crescenzi	1930 births, 2017 deaths, Abruzzo, Deaths from renal failure, Disease-related deaths in Italy, Italian politicians, Marche
Malcolm Shabazz	1984 births, 2013 deaths, American criminals, American Muslims, arsonists
Obed Dlamini	1937 births, 2017 deaths, Disease-related deaths in South Africa, Prime Ministers of Swaziland
Thomas Barlow (Kentucky)	1940 births, 2017 deaths, Politicians from Washington, D.C., United States representatives from Kentucky, US Democratic Party politicians
Lev Navrozov	1928 births, 2017 deaths, Disease-related deaths in New York City, Deaths from Parkinson's disease, Russian translators, Writers from Moscow
Utrecht University	1636 establishments, Colleges and universities in the Netherlands, Utrecht (city), 17th century establishments in the Netherlands, 1630s establishments in Europe
Erasmus University Rotterdam	1973 establishments in Europe, Colleges and universities in the Netherlands, Rotterdam, 1970s establishments in the Netherlands
Maastricht University	1976 establishments in Europe, Colleges and universities in the Netherlands, Maastricht, 1970s establishments in the Netherlands
Tilburg University	Christian colleges and universities, Colleges and universities in the Netherlands, Roman Catholicism in the Netherlands, 1980s establishments in the Netherlands, 1986 establishments in Europe, Tilburg
Gopal Vasudev Menon	Indian musicians
Deputy Prime Minister of the United Kingdom	Deputy Prime Ministers of the United Kingdom, Politics of the United Kingdom, United Kingdom-related lists
Tromelin Island	Territorial disputes
John M. Hayes	1940 births, 2017 deaths, Deaths from pulmonary fibrosis, American educators, American chemists, Scientists from Seattle, Washington, Scientists from Berkeley, California
Yuriy Poyarkov	1937 births, 2017 deaths, Ukrainian volleyball players
Raymond Smullyan	1919 births, 2017 deaths, American mathematicians, American pianists, American philosophers, American educators, American magicians, Scientists from New York, Writers from New York, Musicians from New York, Entertainers from New York
Tom Raworth	1938 births, 2017 deaths, Deaths from prostate cancer, Cancer deaths in London, British poets, British artists, Writers from London
Valeriu Bularca	1931 births, 2017 deaths, Romanian sportspeople, Wrestlers
Mike Ilitch	1929 births, 2017 deaths, Businesspeople from Detroit, Michigan, Disease-related deaths in Michigan
André Salvat	1920 births, 2017 deaths, Colonels, French military people, Legion of Honour, Military personnel of World War II, People from Occitanie
Angry Grandpa	1950 births, 2017 deaths, American YouTubers, Deaths from cirrhosis, Disease-related deaths in South Carolina, Firefighters, Internet celebrities, Pen names, People from Charleston, South Carolina, People with bipolar disorder, People with cancer
Morgan Spurlock	1970 births, Living people, American activists, American agnostics, American movie directors, American screenwriters, American television producers, Writers from West Virginia
University of Groningen	1614 establishments, 1610s establishments in Europe, Colleges and universities in the Netherlands, Groningen (city), 17th century establishments in the Netherlands
Radboud University Nijmegen	Christian colleges and universities, Colleges and universities in the Netherlands, Roman Catholicism in the Netherlands, 20th century establishments in the Netherlands, 1923 establishments in Europe, Nijmegen
Chidambaram	Cuddalore district
Piet Keizer	1943 births, 2017 deaths, Cancer deaths in the Netherlands, Deaths from lung cancer, Dutch footballers, Sportspeople from Amsterdam
Filmfare Award for Best Actor-Tamil	Indian awards, Movie awards
Hans Kraay Sr.	1936 births, 2017 deaths, Dutch football managers, Dutch footballers, Dutch journalists, Sportspeople from Utrecht (city), Writers from Utrecht (city)
Hans Kraay Jr.	1959 births, Living people, Dutch football managers, Dutch footballers, Dutch television presenters, Sportspeople from Utrecht (city)
Edward Bryant	1945 births, 2017 deaths, American science fiction writers, Deaths from diabetes, Disease-related deaths in Colorado, Writers from Wyoming, Writers from New York
Hiag Akmakjian	1926 births, 2017 deaths, American painters, American photographers, Cancer deaths in the United Kingdom, Deaths from lung cancer, People from Jersey City, New Jersey, Writers from New Jersey
Arabesque	Art, Design
Arabesque (ballet)	Ballet terminology
Anna Dravida Munnetra Kazhagam	Political parties in India, Political parties in Tamil Nadu, 1972 establishments in Asia, 1970s establishments in India
Dravida Munnetra Kazhagam	Political parties in India, Political parties in Tamil Nadu, 1949 establishments in Asia, 1940s establishments in India
Monstera deliciosa	Araceae, Vines
Buffalo Niagara International Airport	Airports in New York
Icelandair	Airlines of Europe, Transport in Iceland
Jiro Taniguchi	1947 births, 2017 deaths, Japanese manga artists, Japanese writers
MVG Class C	Rolling stock, Munich, 2002 establishments in Europe, 2000s establishments in Germany
Sione Lauaki	1981 births, 2017 deaths, New Zealand rugby union players, Sportspeople from Auckland
Fab Melo	1990 births, 2017 deaths, Basketball players, Brazilian sportspeople, Minas Gerais
John Barnes (footballer)	1963 births, Living people, 1986 FIFA World Cup players, 1990 FIFA World Cup players, Black British sportspeople, British rap musicians, English footballers, English football managers, Liverpool F.C. players, Members of the Order of the British Empire, Musicians from London, Naturalised citizens of the United Kingdom, People from Kingston, Jamaica, Sportspeople from London, Premier League players
Tom Pryce	1949 births, 1977 deaths, British racecar drivers, Deaths in sport, Formula One drivers, Welsh sportspeople
Paragahadeniya	Towns in Asia
Bob Paisley	1919 births, 1996 deaths, Deaths from Alzheimer's disease, Disease-related deaths in England, English footballers, English football managers, Liverpool F.C. players, Officers of the Order of the British Empire, Sportspeople from County Durham
2017 United Kingdom general election	2017 in the United Kingdom, June 2017 events, United Kingdom general elections
J. D. Tippit	1924 births, 1963 deaths, American military personnel of World War II, Deaths by firearm in Texas
El amor brujo	Classical music
Live at Leeds	Rock albums
Desiya Murpokku Dravida Kazhagam	Political parties in Tamil Nadu, 2005 establishments in Asia, 2000s establishments in India
Naam Tamilar Katchi	Political parties in Tamil Nadu
Marumalarchi Dravida Munnetra Kazhagam	Political parties in Tamil Nadu, 1994 establishments in Asia, 1990s establishments in India
Pattali Makkal Katchi	Political parties in Tamil Nadu
Carbon sink	Carbon, Geochemistry
Tim Raines	1959 births, African-American baseball players, Baltimore Orioles players, Chicago White Sox players, Florida Marlins players, Living people, Montreal Expos players, National League All-Stars, New York Yankees players, Oakland Athletics players
Laura Innes	American television actors, American stage actors, American movie actors, People from Pontiac, Michigan, Actors from Michigan, 1957 births, Living people
Tactopoda	Groups of phyla
Ethiopian Airlines Flight 961	1990s in Africa, Aviation disasters in the 1990s, Comoros, History of Ethiopia, Mass murder in 1996, November events, Terrorist incidents in the 1990s
Al Jarreau	1940 births, 2017 deaths, African-American singers, American jazz singers, Deaths from respiratory failure, Disease-related deaths in Los Angeles, Grammy Award winners, Singers from Milwaukee, Wisconsin
Quentin Moses	1983 births, 2017 deaths, Deaths from fire, Accidental deaths in the United States, Arizona Cardinals players, American football defensive ends, American football linebackers, Miami Dolphins players, Oakland Raiders players, Sportspeople from Georgia (U.S. state)
Dave Adolph	1937 births, 2017 deaths, American football coaches, American football linebackers, Sportspeople from Akron, Ohio
Krystyna Sienkiewicz	1935 births, 2017 deaths, Polish movie actors, Polish painters, Polish singers
Jarmila Šuláková	1929 births, 2017 deaths, Czech people, Folk singers
Chavo Guerrero Sr.	1949 births, 2017 deaths, Deaths from liver cancer, Cancer deaths in Texas, American wrestlers, Sportspeople from El Paso, Texas
John Howes	1924 births, 2017 deaths, American educators, Writers from Chicago
Arrondissements of the French Guiana department	Arrondissements of France, French Guiana
Arrondissement of Cayenne	Arrondissements of France, French Guiana
Arrondissement of Saint-Laurent-du-Maroni	Arrondissements of France, French Guiana
Melanne Verveer	1994 births, Living people, American diplomats, American writers, People from Pennsylvania, Women diplomats
Yitzhak Livni	1934 births, 2017 deaths, Israeli journalists, Jewish Israeli writers, Naturalized citizens of Israel, People from Łódź, People from Tel Aviv, Polish Jews
James Hunt	1947 births, 1993 deaths, Cardiovascular disease deaths in London, Deaths from myocardial infarction, English racecar drivers, Formula One drivers, Sportspeople from Surrey
Ring toss	Games
Wiesław Adamski	1947 births, 2017 deaths, Polish sculptors
Evionnaz	Municipalities of Valais
Finhaut	Municipalities of Valais
Massongex	Municipalities of Valais
Keat Chhon	1934 births, Living people, Asian politicians, Cambodian people
Mex, Valais	Former municipalities of Valais
Salvan, Switzerland	Municipalities of Valais
Goms, Valais	Municipalities of Valais, 2017 establishments in Switzerland
Kongunadu Makkal Desia Katchi	Political parties in Tamil Nadu
People's Welfare Front	Political parties in Tamil Nadu, 2015 establishments in India
Eilat Airport	1949 establishments, Airports in Israel, Eilat, 1940s establishments in Israel
Lactate dehydrogenase	Enzymes
Million Reasons	2016 songs, Lady Gaga songs, Pop ballads, 2010s ballads
Barbara Carroll	1925 births, 2017 deaths, American jazz musicians, American pianists, People from Worcester, Massachusetts, Singers from Massachusetts
Damian (musician)	1964 births, 2017 deaths, Cancer deaths in England, English pop singers, Musicians from Manchester
Aidan Harrington	1928 births, 2017 deaths, Deaths from natural causes, Actors from London, English movie actors, English stage actors, English television actors
Saint-Laurent-du-Maroni	Communes in French Guiana, Subprefectures in France
Jan Grabowski	1950 births, 2017 deaths, Coaches, Polish sportspeople, Speedway riders
Keith Kellogg	1944 births, Living people, United States National Security Advisors, American military people, Politicians from Dayton, Ohio
Clint Roberts	1935 births, 2017 deaths, Deaths from COPD, Disease-related deaths in the United States, United States representatives from South Dakota, US Republican Party politicians
Loukianos Kilaidonis	1943 births, 2017 deaths, Composers, Greek writers, Greek singers, Songwriters, People from Athens
Ren Xinmin	1915 births, 2017 deaths, Chinese scientists, Chinese educators, Centenarians, People from Beijing
Harvey Lichtenstein	1929 births, 2017 deaths, Deaths from stroke, American educators, American artists, People from Brooklyn
Lucky Pulpit	2001 births, 2017 deaths, Deaths from myocardial infarction, Thoroughbred racehorses
Åsleik Engmark	1965 births, 2017 deaths, Actors from Oslo, Disease-related deaths in Belgium, Musicians from Oslo, Norwegian comedians, Norwegian movie actors, Norwegian singers, Norwegian stage actors, Norwegian television actors, Norwegian voice actors, Writers from Oslo
Tsuyoshi Yamanaka	1939 births, 2017 deaths, Deaths from pneumonia, Disease-related deaths in Japan, Japanese Olympic bronze medalists, Japanese Olympic silver medalists, Japanese swimmers, Medalists at the 1964 Summer Olympics, Medalists at the 1960 Summer Olympics, Medalists at the 1956 Summer Olympics, People from Ishikawa Prefecture
Bobby Murdoch (footballer, born 1936)	1936 births, 2017 deaths, English footballers, English football managers, Liverpool F.C. players, Sportspeople from Liverpool
Sara Coward	1948 births, 2017 deaths, Actors from London, English radio actors, English stage actors, English television actors, Cancer deaths in England, Deaths from breast cancer
Communist Party of India (Marxist)	Communist parties, 1964 establishments in Asia, 1960s establishments in India, Political parties in India
Beam balance	Machines, Measuring tools
M. K. Stalin	Tamil Nadu politicians, Dravida Munnetra Kazhagam politicians
Goyescas	1910s operas, Operas set in Spain, 1916 works
Sarah Knauss	1880 births, 1999 deaths, American supercentenarians, People from Pennsylvania
Bilice (Kotor Varoš)	Settlements in Bosnia and Herzegovina
Baština (Kotor Varoš)	Settlements in Bosnia and Herzegovina
Jonathan Russell	Democratic Republican party (US) politicians, American diplomats, United States representatives from Massachusetts, 19th-century American politicians
Inferior temporal gyrus	Anatomy of the brain
Ta Phong Tan	Women who received the International Women of Courage Award, Living people, Vietnamese people, Bloggers
Stefán Karl Stefánsson	1975 births, 2018 deaths, Deaths from cholangiocarcinoma
Pusheen	Internet celebrities, Fictional cats, Individual animals
Mary Akrami	1970s births, Living people, BBC 100 Women
Hans Trass	1928 births, 2017 deaths, Botanists, Ecologists, People from Tallinn, Estonian scientists
Ricardo Arias Calderón	1933 births, 2017 deaths, People from Panama City, Politicians, Vice presidents
The Proclaimers	1962 births, Living people, Musical groups established in 1983, People from Edinburgh, Scottish musical groups, Scottish singers, Sibling musical duos, Twin people from the United Kingdom
Jared Kushner	1981 births, Living people, Businesspeople from New Jersey, Harvard University alumni, Jewish businesspeople, New York University alumni, Real estate developers, Trump family, People from Livingston, New Jersey
Woody Johnson	1947 births, Living people, American philanthropists, Businesspeople from New Jersey, Businesspeople from New York City, Ambassadors of the United States to the United Kingdom, Politicians from New Jersey, Politicians from New York City, US Republican Party politicians
Israel Kamakawiwoʻole	1959 births, 1997 deaths, American activists, American singer-songwriters, Deaths from heart failure, Deaths from respiratory failure, Disease-related deaths in the United States, Musicians from Hawaii, People from Honolulu, Singers from Hawaii, Native Hawaiians
Elisabeth Rehn	1935 births, Living people, Breast cancer survivors, Finnish politicians, People from Helsinki
Talking Body	Pop songs, 2014 songs
Bang Bang (Jessie J, Ariana Grande and Nicki Minaj song)	Pop ballads, 2014 songs, Ariana Grande songs
Albion, Jackson County, Wisconsin	Towns in Wisconsin, Jackson County, Wisconsin
Alma, Jackson County, Wisconsin	Towns in Wisconsin
Province of South Carolina	18th century in South Carolina, 1776 disestablishments, Former British colonies, 1712 establishments in the Thirteen Colonies, 1770s disestablishments in the United States
Bear Bluff, Wisconsin	Towns in Wisconsin
Brockway, Wisconsin	Towns in Wisconsin
Jayalalithaa	Tamil Nadu politicians
City Point, Wisconsin	Towns in Wisconsin
Cleveland, Jackson County, Wisconsin	Towns in Wisconsin
Curran, Wisconsin	Towns in Wisconsin
Franklin, Jackson County, Wisconsin	Towns in Wisconsin
Garden Valley, Wisconsin	Towns in Wisconsin
Garfield, Jackson County, Wisconsin	Towns in Wisconsin
Hixton (town), Wisconsin	Towns in Wisconsin, Jackson County, Wisconsin
Irving, Wisconsin	Towns in Wisconsin
Knapp, Jackson County, Wisconsin	Towns in Wisconsin
Komensky, Wisconsin	Towns in Wisconsin
Dinocephalosaurus	Archosaurs
Manchester, Wisconsin	Towns in Wisconsin
Melrose, Wisconsin	Towns in Wisconsin
Millston, Wisconsin	Towns in Wisconsin
North Bend, Wisconsin	Towns in Wisconsin
Northfield, Wisconsin	Towns in Wisconsin
Springfield, Jackson County, Wisconsin	Towns in Wisconsin
Ashwaubenon, Wisconsin	Villages in Wisconsin, Brown County, Wisconsin
Auburndale, Wisconsin	Villages in Wisconsin, Wood County, Wisconsin
Avoca, Wisconsin	Villages in Wisconsin, Iowa County, Wisconsin
Bagley, Wisconsin	Villages in Wisconsin, Grant County, Wisconsin
Baldwin, Wisconsin	Villages in Wisconsin
Cady, Wisconsin	Towns in Wisconsin
Cylon, Wisconsin	Towns in Wisconsin
Eau Galle, St. Croix County, Wisconsin	Towns in Wisconsin
Emerald, Wisconsin	Towns in Wisconsin
Erin Prairie, Wisconsin	Towns in Wisconsin
Forest, St. Croix County, Wisconsin	Towns in Wisconsin
Glenwood, Wisconsin	Towns in Wisconsin
Hammond, Wisconsin	Towns in Wisconsin
Kinnickinnic, Wisconsin	Towns in Wisconsin
Pleasant Valley, Wisconsin	Towns in Wisconsin
Rush River, Wisconsin	Towns in Wisconsin
St. Joseph, Wisconsin	Towns in Wisconsin
Manfred Kaiser	1929 births, 2017 deaths, East German sportspeople, German footballers, Sportspeople from Saxony-Anhalt
Helen Sharman	1963 births, Living people, British chemists, Astronauts, People from Sheffield
Azerbaijan State Russian Drama Theatre	Theatres in Baku, 1937 establishments, 20th century establishments in Azerbaijan
Guiana Shield	Regions of South America, Guyana, Suriname, French Guiana
Saudia Flight 163	Aviation disasters in the 1980s, 1980, 20th century in Saudi Arabia, 1980s in Asia
Violet Brown	1900 births, 2017 deaths, Deaths from heart failure, Jamaican people, Supercentenarians
Prince William Sound	Geography of Alaska, Bodies of water of the United States
Infante Henrique, Duke of Coimbra	1949 births, 2017 deaths, Portuguese royalty
Anthony Lake	1939 births, Living people, American diplomats, Converts to Judaism, Harvard University alumni, Jewish American academics, Jewish American politicians, Jewish American writers, Politicians from New York City, Princeton University alumni, United Nations officials, United States National Security Advisors, US Democratic Party politicians, Writers from New York City, Recipients of the Order of the Rising Sun
Stuart McLean	1948 births, 2017 deaths, Deaths from melanoma, Cancer deaths in Ontario, Canadian radio personalities, Canadian comedians, Writers from Quebec
Peter Simonischek	1946 births, Living people, Austrian movie actors, Austrian stage actors
Bruce Lansbury	1930 births, 2017 deaths, Deaths from Alzheimer's disease, Disease-related deaths in California, Naturalized citizens of the United States, American screenwriters, American television producers, American television writers, English screenwriters, English television writers, English television producers, Writers from London
Pete McCloskey	1927 births, Living people, United States representatives from California, US Democratic Party politicians, 1972 United States presidential candidates
Jenny Slate	1982 births, Living people, American movie actors, American television actors, American voice actors, American comedians, American children's writers, Actors from Massachusetts, Writers from Massachusetts, People from Milton, Massachusetts
Grant Hackett	1980 births, Living people, Australian Olympic gold medalists, Australian Olympic silver medalists, Australian swimmers, Medalists at the 2000 Summer Olympics, Medalists at the 2004 Summer Olympics, Medalists at the 2008 Summer Olympics, Order of Australia, Sportspeople from Queensland
Aoi festival	Festivals in Asia, Kyoto, May events, 7th century establishments in Japan
Pointer aliasing (computer programming)	Computer programming, Computer science
Stećak	History of Bosnia and Herzegovina, World Heritage Sites in Europe
Alderman	Aldermen, Government occupations
Deputy mayor	Deputy mayors, Government occupations
Vernayaz	Municipalities of Valais
Vérossaz	Municipalities of Valais
Šibovi (Kotor Varoš)	Settlements in Bosnia and Herzegovina
Hot stick	Safety
Source region	Meteorology
Josef Augusta (ice hockey)	1946 births, 2017 deaths, Ice hockey coaches, Czech ice hockey players, Czechoslovak ice hockey players, Deaths from pancreatic cancer, Disease-related deaths in the Czech Republic, Olympic silver medalists
Alexander Acosta	1969 births, Living people, United States Secretaries of Labor, American lawyers, American educators, Politicians from Miami, Florida, US Republican Party politicians
Cipriano Chemello	1945 births, 2017 deaths, Italian cyclists, Italian Olympians, Medalists at the 1968 Summer Olympics, Sportspeople from Veneto
Michael Cole (public relations)	1943 births, Living people, English journalists, BBC newsreaders and journalists
Antisuppressor	Genetics
Gelek Rimpoche	1939 births, 2017 deaths, Deaths from heart failure, Deaths from surgical complications, Naturalized citizens of the United States, Tibetan Buddhist lamas, American Buddhists, People from Ann Arbor, Michigan
J. G. Hertzler	1950 births, Living people, Actors from Georgia (U.S. state), Actors from Missouri, Actors from New York, American animal rights activists, American environmentalists, American movie actors, American political activists, American screenwriters, American television actors, American voice actors, Actors from El Paso, Texas, People from Savannah, Georgia, Politicians from Georgia (U.S. state), Politicians from Missouri, Politicians from New York, Politicians from Texas, US Democratic Party politicians, People from Ithaca, New York, Writers from Georgia (U.S. state), Writers from Missouri, Writers from New York, Writers from Texas
Nicole Bass	1964 births, 2017 deaths, Actors from Queens, American movie actors, American professional wrestlers, American television actors, Cardiovascular disease deaths in New York City, Deaths from myocardial infarction, Deaths from stroke, Bodybuilders, Sportspeople from Queens
Loren Wiseman	1951 births, 2017 deaths, Deaths from heart failure, Cardiovascular disease deaths in Illinois, American editors, Video game designers, People from Bloomington, Illinois
Yellowjacket	Wasps
Jannis Kounellis	1936 births, 2017 deaths, Greek people, Italian sculptors, Italian painters
Public utility	Business, Economics, Public services
Siegfried Herrmann	1932 births, 2017 deaths, Coaches, German Olympians, German sportspeople, Male athletes, Sportspeople from Thuringia
Ban Bong River	Rivers of Thailand
Unreachable code	Computer programming
The Guianas	Regions of South America, Guyana, Suriname, French Guiana
Vijayakanth	Indian politicians
Microburst	Natural events
