Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Hichem Mechichi	Living people, 1974 births, Prime Ministers of Tunisia
María Alejandra Muñoz	Vice Presidents of Ecuador, 1979 births, Living people, People from Guayaquil
Upper mantle	Structure of the Earth
David Harvey	1935 births, Living people, British anthropologists, British geographers, British economists, Marxism, Writers from Kent
D. N. Jha	2021 deaths, Indian historians
Adelaide João	1921 births, 2021 deaths, Portuguese movie actors, People from Lisbon, Portuguese television actors, Deaths from the COVID-19 pandemic
Centerville, Tennessee	Towns in Tennessee, County seats in Tennessee
David Shepard (politician)	1947 births, 2021 deaths, State legislators of the United States, Politicians from Tennessee, US Democratic Party politicians
Arizona House of Representatives	State lower houses in the United States, Arizona
Arizona Senate	State upper houses in the United States, Arizona
Stellar black hole	Black holes
Putin's palace. History of world's largest bribe	Documentary movies, Russian movies
Bullion	Metals
Texas's 13th congressional district	Congressional districts of Texas
117th United States Congress	United States Congress
Incendiary Blonde	1945 movies, 1940s musical movies, 1940s drama movies, American biographical movies, American musical movies, American drama movies, Movies directed by George Marshall
Hitchhike to Happiness	1945 movies, 1940s musical movies, American musical movies
Government Seal of Japan	Government of Japan, Heraldry
2021 Russian protests	2021 in Europe, January 2021 events, February 2021 events, History of Russia, Politics of Russia
Anloo	Settlements in Drenthe, Former municipalities of Drenthe, Aa en Hunze
Gasselte	Settlements in Drenthe, Former municipalities of Drenthe, Aa en Hunze
Gieten	Settlements in Drenthe, Former municipalities of Drenthe, Aa en Hunze
Rolde	Settlements in Drenthe, Former municipalities of Drenthe, Aa en Hunze
Putin's Palace	Palaces in Russia
Guest in the House	1944 movies, 1940s thriller movies, American thriller movies, Movies based on plays, Movies directed by Lewis Milestone
G. I. Honeymoon	1945 movies, 1940s comedy movies, American comedy movies, Movies directed by Phil Karlson
Guest Wife	1945 movies, 1940s comedy movies, American comedy movies, Movies directed by Sam Wood
Windows Mobile 6.5	Microsoft Windows software
Hylarana malayana	Animals of Asia, Frogs
Opekta	1928 establishments in Europe, 1995 disestablishments in Europe, Food companies, Companies of the Netherlands, Companies of Germany, Amsterdam, Cologne
Hurricane Ethel (1960)	Category 3 Atlantic hurricanes, Hurricanes in Louisiana, Disasters in the 1960s, 1960 in the United States, 1960s in Louisiana, 20th century in Mississippi
History of modern Manipur	History of Manipur
Illinois's 7th congressional district	Abraham Lincoln, Congressional districts of Illinois
Chahi Taret Khuntakpa	History
Dear Evan Hansen	Musicals, Tony Award winning musicals, West End musicals, Broadway musicals
Philosophical zombie	Epistemology
2020–21 United States election protests	2020 United States presidential election, 2021 in the United States, Donald Trump, Joe Biden, Riots in the United States
Khamba Thoibi Jagoi	Dance, Jagoi
Viola Amherd	1962 births, Swiss politicians, Living people
Rochechouart crater	Craters, meteorites
Tobacco smoking	Smoking
Valdoule	2017 establishments in France, Communes in Hautes-Alpes
Sainte-Marie, Hautes-Alpes	Former communes in Hautes-Alpes
Sevenum	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands), Horst aan de Maas
Meerlo-Wanssum	Former municipalities of Limburg (Netherlands), Horst aan de Maas
All the Prime Minister's Men	2021 movies
Tasneem Khalil	1981 births, Living people
Dendropsophus	Frogs, Central America, Animals of South America
Abominable (2019 movie)	2019 animated movies, American animated movies, Chinese movies, DreamWorks Animation movies
Samadon Ayangba	Meitei folklore, Meitei literature, Meitei mythology, Meitei religion
Unhexoctium	Chemical elements, Nuclear physics
Chanousse	Communes in Hautes-Alpes
Golden Earrings	1947 movies, 1940s romance movies, 1940s drama movies, American romantic drama movies, American spy movies, Paramount movies, Movies based on books, Movies directed by Mitchell Leisen
Gretchen Whitmer kidnapping plot	2020 in the United States, 2020s crimes in the United States, Kidnapping, October 2020 events, Terrorist incidents in 2020
How Green Was My Valley (movie)	1941 movies, 1940s drama movies, American drama movies, Best Picture Oscar, Movies based on books, Movies directed by John Ford, 20th Century Fox movies
Maasbracht	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands), Maasgouw
Arcen en Velden	Former municipalities of Limburg (Netherlands), Venlo
Kolašin	Cities in Montenegro, Municipalities of Montenegro
Cervelló	Municipalities in Catalonia
Alpens	Municipalities in Catalonia
Vic	Cities in Catalonia, Municipalities in Catalonia
Netra News	News media, News
Australian magpie	Passeriformes, Birds of Australia
David Bergman	1961 births
Leima Jagoi	Art, Jagoi
Bruce Taylor (New Zealand cricketer)	1943 births, 2021 deaths, New Zealand cricketers, People from South Island
Nicholas Mevoli	1981 births, 2013 deaths
Selmer, Tennessee	Towns in Tennessee, County seats in Tennessee
Perry County, Tennessee	Tennessee counties
Turkey, Texas	Cities in Texas
Pickett County, Tennessee	Tennessee counties
Terrassa	Cities in Catalonia, Municipalities in Catalonia
Born to Be Loved	1959 comedy movies, 1950s romantic comedy movies, American romantic comedy movies, Movies directed by Hugo Haas
Bocholtz	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands)
Delwar Hossain Sayeedi	Living people, Bangladesh Jamaat-e-Islami politicians, Bangladeshi Muslims
Sigrid Kaag	1961 births, Living people, Alumni of the University of Exeter, Alumni of the University of Oxford, Democrats 66 politicians, Dutch diplomats, Dutch Roman Catholics, Dutch women politicians, Government ministers of the Netherlands, Leaders of political parties in the Netherlands, Members of the House of Representatives of the Netherlands, People from Zeist, Politicians from South Holland, United Nations officials, Women diplomats
Leela's Homeworld	2002 television episodes, Futurama episodes
Maibi Jagoi	Art, Jagoi
Road to Morocco	1942 movies, 1940s comedy movies, American comedy movies, Movies directed by David Butler
The Talk of the Town (1942 movie)	1942 movies, 1940s romance movies, 1940s comedy movies, 1940s drama movies, American romantic comedy movies, American romantic drama movies, American comedy-drama movies, Columbia Pictures movies, Movies directed by George Stevens
Helden	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands), Peel en Maas
Kessel, Limburg	Cities in the Netherlands, Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands), Peel en Maas
Maasbree	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands), Peel en Maas
Swalmen	Settlements in Limburg (Netherlands), Former municipalities of Limburg (Netherlands)
Panthoibi Jagoi	Art, Jagoi
Thougal Jagoi	Art, Jagoi
List of currency symbols	Currency, Lists
List of companies of Afghanistan	Companies of Asia, Asia-related lists
National anthem of Croatia	1835, National anthems, Croatia
Unsepttrium	Chemical elements
Ohio's 1st congressional district	Ohio
Kentucky's 5th congressional district	Congressional districts of Kentucky
Lowell Bayles	1900 births, 1931 deaths
Abrera	Cities in Catalonia, Municipalities in Catalonia
Sant Quirze de Besora	Municipalities in Catalonia
West Virginia's 2nd congressional district	United States House of Representatives, West Virginia
Aguilar de Segarra	Municipalities in Catalonia
Mataró	Cities in Catalonia, Municipalities in Catalonia
Santa Coloma de Gramenet	Cities in Catalonia, Municipalities in Catalonia
Ohio's 6th congressional district	Congressional districts of Ohio
Sant Boi de Llobregat	Cities in Catalonia, Municipalities in Catalonia
Aiguafreda	Municipalities in Catalonia
Indiana's 6th congressional district	Congressional districts of Indiana
Sant Cugat del Vallès	Cities in Catalonia, Municipalities in Catalonia
Cerdanyola del Vallès	Cities in Catalonia, Municipalities in Catalonia
Abella de la Conca	Municipalities in Catalonia
Tortilla Flat (movie)	1942 movies, 1940s romance movies, 1940s comedy movies, American romantic comedy movies, MGM movies, Movies based on books, Movies directed by Victor Fleming
Granollers	Cities in Catalonia, Municipalities in Catalonia
Alella	Municipalities in Catalonia
Polk County, Tennessee	Tennessee counties
Mollet del Vallès	Cities in Catalonia, Municipalities in Catalonia
Capellades	Municipalities in Catalonia
El Prat de Llobregat	Cities in Catalonia, Municipalities in Catalonia
Lomita, California	Cities in California, Settlements in Los Angeles County, California
Super Bowl LV	2021 in sports, February 2021 events, Super Bowl
Arlon Lindner	1935 births, 2021 deaths, State legislators of the United States, Politicians from Minnesota, Politicians from Texas, People from Beaumont, Texas, US Republican Party politicians
Rogers, Minnesota	Cities in Minnesota
Kim Bo-kyung (actress)	1976 births, 2021 deaths, South Korean actors, People from Busan, Deaths from liver cancer
Joan Corbella	1945 births, 2021 deaths, Spanish scientists, Psychiatrists
Robert C. Jones	1936 births, 2021 deaths, Academy Award winners, Deaths from dementia with Lewy bodies, American editors, American educators, Screenwriters from Los Angeles, California
Cortana	Software, Microsoft
Donald Campbell	1921 births, 1967 deaths
Firouz Bagherzadeh	1930 births, 2021 deaths, Iranian writers, Archaeologists, Academics
Paolo Bartolozzi	1957 births, 2021 deaths, MEPs for Italy, Mayors, Former MEPs
Southeastern myotis	Bats, Mammals of North America
Nico Nicoson	Australian artists, Living people
Megha Akash	Living people, 1995 births, Indian actors, People from Chennai
Debattama Saha	1997 births, Living people
Subrata Bakshi	Living people, 1950 births
State of Slovenes, Croats and Serbs	1918 establishments in Europe, 1918 disestablishments in Europe, Former countries in Europe, Yugoslavia, States and territories established in the 20th century, States and territories disestablished in the 20th century, History of Croatia, History of Slovenia, History of Bosnia and Herzegovina
Loam	Soil
My Funny Friend and Me	The Emperor's New Groove, Songs about friendship, 2000s ballads, 2000 songs, Sting (musician) songs, Disney songs, Songs written for animated films, Pop ballads, Songs written by Sting (musician), Song recordings produced by Jimmy Jam and Terry Lewis, Walt Disney Records singles
Lucky Number (song)	1979 songs
Pedestrian scramble	Traffic signs
Leonard 6	1987 movies, 1980s spy movies, American movies, American parody movies, Spy comedy movies, Columbia Pictures movies, English-language movies, Movies directed by Paul Weiland, 1987 comedy movies
Made of Honor	2008 romance movies, 2008 comedy movies, 2000s romantic comedy movies, American romantic comedy movies, British romantic comedy movies, Columbia Pictures movies, English-language movies, Movies directed by Paul Weiland
Philippine Institute of Chemical Engineers	Philippines
Bernard and the Genie	1991 movies, English-language movies, Movies directed by Paul Weiland
Mexican burrowing tree frog	Frogs, Animals of North America, Animals of South America
The Man Who Sold the World (song)	Songs, Nirvana songs
List of impact craters in Australia	Oceania-related lists
Acraman crater	Impact craters, South Australia
Westerlund 1-26	Red giants
Australasian strewnfield	Impact events, Geology
Tektite	Impact events, Glass, Minerals
Neapolitan language	Romance languages, Abruzzo, Apulia, Basilicata, Calabria, Campania, Lazio, Marche, Molise
Boulos Nassif Borkhoche	1932 births, 2021 deaths, Lebanese people, Syrian people, Priests
Hy Cohen	1931 births, 2021 deaths, Chicago Cubs players, Sportspeople from Brooklyn, Deaths from the COVID-19 pandemic in the United States
Millie Hughes-Fulford	1945 births, 2021 deaths, Deaths from lymphoma, American astronauts, American biologists, Scientists from Texas
Franz Josef Kuhnle	1926 births, 2021 deaths, German Roman Catholics, Roman Catholic bishops
Laiching Jagoi	Dance, Jagoi
Charles McGee (painter)	1924 births, 2021 deaths, American painters, American sculptors, American educators, People from South Carolina, People from Detroit, Michigan
Clemson, South Carolina	Cities in South Carolina
Pierre-Antoine Paulo	1944 births, 2021 deaths, Haitian people, Roman Catholic bishops
Ri Jae-il	1935 births, 2021 deaths, Deaths from lung cancer, North Korean politicians
Afonso Fioreze	1942 births, 2021 deaths, Brazilian people, Roman Catholic bishops
Harry Fielder	1940 births, 2021 deaths, English movie actors, English stage actors, English television actors, Actors from London
Santiago García (Uruguayan footballer)	1990 births, 2021 deaths, Sportspeople from Montevideo, Uruguayan footballers, Suicides by firearm
Cobar Shire	Settlements in New South Wales
Mario Osbén	1950 births, 2021 deaths, Chilean footballers, Deaths from myocardial infarction
Leisem Jagoi	Jagoi
Giuseppe Rotunno	1923 births, 2021 deaths, Cinematographers, People from Rome, BAFTA Award winners
Rhoon	Settlements in South Holland, Former municipalities of South Holland
Moufida Tlatli	1947 births, 2021 deaths, Tunisian politicians, Movie directors
Ezzat El Alaili	1934 births, 2021 deaths, Egyptian movie actors, Egyptian television actors, Stage actors, People from Cairo
Isa Bellini	1922 births, 2021 deaths, Italian movie actors, Italian television actors, Italian stage actors, Italian voice actors, Italian singers, Actors from Rome
Joseph Benz	1944 births, 2021 deaths, Deaths from the COVID-19 pandemic in Switzerland, Swiss Olympic medalists, Olympic gold medalists, Olympic silver medalists, Olympic bronze medalists, Sportspeople from Zürich
Laurent Dona Fologo	1939 births, 2021 deaths, Ivorian people, African politicians
Neutronium	Chemical elements
Extended periodic table (large version)	Periodic table
Henri Étienne Sainte-Claire Deville	1818 births, 1881 deaths, French chemists
Hall–Héroult process	Chemical processes, Aluminium
Three Billboards Outside Ebbing, Missouri	2017 movies, 2010s crime drama movies, American crime drama movies, Movies set in the United States, Academy Award winning movies
World Sudoku Championship	International competitions
Basically, Games!	Companies of the United States, Video game companies
Laihou Jagoi	Jagoi
Chukpharon Jagoi	Jagoi
At the Circus	1939 movies, 1930s comedy movies, American comedy movies, Movies directed by Edward Buzzell
Haoreima	Names, Meitei religion
2021 Uttarakhand glacial outburst flood	2021 disasters in Asia, 2020s floods, 2020s in India, February 2021 events, Floods in India, Uttarakhand
Patrick Dewaere	1947 births, 1982 deaths, French movie actors
Isobar	Meteorology
Isobaric process	Thermodynamics
La Palma	Geography of Spain, Islands of Europe
The Pirates! In an Adventure with Scientists!	2009 British television series debuts, 2010 British television series endings, Adult animated television series, 2000s comedy television series, 2010s comedy television series
Doggerland	Landforms of the United Kingdom, Geography of Europe
Mark Heatley	Actors from London, Comedians from London, English actors, 1972 births, Living people
Hiyang Tannaba	Festivals
Common Mexican tree frog	Animals of North America, Frogs
Dhime	Musical instruments, Nepal
Hiyang Hiren	Art
Oinam family	Families, Meitei surnames
Faizabad district	Districts of Uttar Pradesh
Chrysanthemum vestitum	Asteraceae, Flowers, Plants of Asia
SS Joseph L. Hurd	History of Detroit, Michigan, 1860s in the United States, 1869, Ships, Maritime disasters, Disasters in the United States
Intrusive thought	Anxiety disorders
Chinese Jamaicans	Ethnic groups in Jamaica
Emirates Mars Mission	July 2020 events, February 2021 events, United Arab Emirates, Spacecraft
2021 Ecuadorian general election	2021 elections, 2020s in South America, April 2021 events, February 2021 events, Politics of Ecuador
Andrés Arauz	1985 births, Living people, Ecuadorian politicians, People from Quito
Yaku Pérez Guartambel	Political activists, Ecuadorian politicians, 1969 births, Living people
White Jamaicans	Ethnic groups in Jamaica
Lake Sidenreng	Lakes of Asia, Geography of Indonesia
Lithuanian Canadians	Ethnic groups in Canada
Latvian Canadians	Ethnic groups in Canada
Polish Canadians	Ethnic groups in Canada
Ukrainian Canadians	Ethnic groups in Canada
Börje Salming	1951 births, Ice hockey defencemen, Detroit Red Wings players, Hockey Hall of Fame inductees, Living people, Swedish ice hockey players, Toronto Maple Leafs players
Malayali people	Ethnic groups, Indian people
Negrito	Filipino people, Malaysian people, Thai people, Ethnic groups in India
YouPorn	2006 establishments, Pornography, Websites
Andre Lavrillier	1885 births, 1958 deaths, French sculptors
Rynagh O'Grady	1954 births, 2021 deaths, Irish movie actors, Irish television actors, Actors from Dublin
History of Arabia	History of the Middle East
Mark Jensen (luger)	1960 births, 2021 deaths, Canadian Olympians, Sportspeople from Toronto
Rennie Davis	1940 births, 2021 deaths, American political activists, People from Lansing, Michigan, Deaths from lymphoma
Berthoud, Colorado	Towns in Colorado
Peter Dunn (paediatrician)	1929 births, 2021 deaths, English physicians, People from Birmingham
Lilianne Ploumen	1962 births, Living people, Abortion-rights activists, Dutch activists, Dutch party chairs, Dutch Roman Catholics, Dutch women politicians, Government ministers of the Netherlands, Labour Party (Netherlands) politicians, Leaders of political parties in the Netherlands, Members of the House of Representatives of the Netherlands, People from Maastricht, Politicians from Limburg (Netherlands)
Kentucky's 4th congressional district	Congressional districts of Kentucky
Meitei people	Meitei people
Khamlangba	Meitei gods and goddesses
Bulbophyllum regnellii	Orchids
Wageningen University & Research	Colleges and universities in the Netherlands, Gelderland, 1910s establishments in the Netherlands, 1918 establishments in Europe
Sekou Smith	1972 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, Place of death missing, Writers from Grand Rapids, Michigan
Mike Evans (actor)	1949 births, 2006 deaths, African American actors, American movie actors, American television actors, Cancer deaths in California, Deaths from throat cancer, Actors from North Carolina
Nika Ninua	1999 births, Sportspeople from Georgia (country), Footballers, People from Tbilisi, Living people
Nyenrode Business University	Colleges and universities in the Netherlands, Stichtse Vecht, Amsterdam, 1946 establishments in the Netherlands
Aeolipile	Ancient Greece, Engineering
Norbert Owona	1951 births, 2021 deaths, Cameroonian footballers
Dag Jostein Fjærvoll	1947 births, 2021 deaths, Norwegian politicians
Imre Furmen	1933 births, 2021 deaths, Cyclists, Olympians, Sportspeople from Budapest
Rob Kane	1967 births, 2021 deaths, State legislators of the United States, Politicians from Connecticut, US Republican Party politicians
Watertown, Connecticut	Towns in Connecticut
Charlie Krueger	1937 births, 2021 deaths, Deaths from heart failure, Deaths from renal failure, American football defensive ends, American football defensive tackles, San Francisco 49ers players, Sportspeople from Texas
Clayton, California	Cities in California, Settlements in Contra Costa County, California, Cities in the San Francisco Bay Area
August 2020 Midwest derecho	2020 disasters, Tornadoes in the United States, Tornado outbreaks, Derechos, 21st century in Nebraska, History of Iowa, 21st century in Illinois, History of Indiana, 21st century in Michigan, 21st century in Wisconsin, 2020 in the United States, August 2020 events
Jake McCoy	1942 births, 2021 deaths, Sportspeople from Minneapolis, Minnesota, American ice hockey players, American Olympians
John Pullin	1941 births, 2021 deaths, English rugby union players, Sportspeople from Gloucestershire
Butch Reed	1954 births, 2021 deaths, Deaths from myocardial infarction, American professional wrestlers, American football players, Sportspeople from Kansas City, Missouri
AWS (band)	Establishments in Hungary, 2006 establishments in Europe, Hungarian entertainers, Heavy metal bands, Post-hardcore bands, Eurovision Song Contest entrants, Musical groups established in 2006, 2000s music groups, 2010s music groups
Atanas Skatov	1978 births, 2021 deaths, Accidental deaths from falls, Mountain climbers, Ecologists, Bulgarian people
Shen Zhonghou	1928 births, 2021 deaths, Chinese scientists, Chinese engineers
R. C. Soles Jr.	1934 births, 2021 deaths, State legislators of the United States, Politicians from North Carolina, US Democratic Party politicians
Tabor City, North Carolina	Towns in North Carolina
Loris, South Carolina	Cities in South Carolina
Ángela Sureda	1921 births, 2021 deaths, Argentine politicians
Ernie Tate	1934 births, 2021 deaths, Deaths from pancreatic cancer, British activists, Canadian activists, Political activists
National Parliament of Solomon Islands	Solomon Islands
Paul Tovua	2021 deaths, 1947 births, Politicians, Solomon Islands
Han Urbanus	1927 births, 2021 deaths, Baseball players, Sportspeople from Rotterdam
Vladimir Sergeyevich Vysotsky	1954 births, 2021 deaths, Russian military people
Alan Lerwill	1946 births, 2021 deaths, British athletes, British Olympians, Long jumpers, People from Portsmouth
Monique Yvinou	1928 births, 2021 deaths, French Olympians, Gymnasts
Ralph Backstrom	1937 births, 2021 deaths, Canadian ice hockey centres, Canadian ice hockey left wingers, Montreal Canadiens players, Los Angeles Kings players, Chicago Blackhawks players, Ice hockey people from Ontario, Stanley Cup champions
Windsor, Colorado	Towns in Colorado
Cheng Rongshi	1927 births, 2021 deaths, Chinese scientists
Cathy Cochran	1944 births, 2021 deaths, American judges, Politicians from Los Angeles County, California, US Republican Party politicians, Politicians from Austin, Texas
Pedro Gomez (journalist)	1962 births, 2021 deaths, American sports commentators, American journalists, Writers from Miami, Florida
Maxine Horner	US Democratic Party politicians, State legislators of the United States, 1933 births, 2021 deaths, Politicians from Tulsa, Oklahoma
Jean Josselin	1940 births, 2021 deaths, French Olympians, Boxers
Ricardo Silva Elizondo	1954 births, 2021 deaths, Deaths from the COVID-19 pandemic in Mexico, Mexican singers, Mexican movie actors, Mexican television actors, Mexican voice actors
Tony Collins (footballer)	1926 births, 2021 deaths, English footballers, English football managers, Sportspeople from London, Crystal Palace F.C. players
The Unbearable Lightness of Being	1984 books
George Hasay	1948 births, 2021 deaths, State legislators of the United States, Politicians from Pennsylvania, US Republican Party politicians
Ross Township, Luzerne County, Pennsylvania	Townships in Pennsylvania
Tao Okamoto	1985 births, Living people, Japanese models, Japanese movie actors
Shlomo Hillel	1923 births, 2021 deaths, Ambassadors of Israel, Former Members of Knesset, Government ministers of Israel, HaAvoda politicians, Hebrew University of Jerusalem alumni, Iraqi Jews, Jewish Israeli politicians, Knesset speakers, Mapai politicians, Naturalized citizens of Israel, People from Baghdad
Shūichirō Moriyama	1934 births, 2021 deaths, Deaths from pneumonia, Japanese movie actors, Japanese television actors, Japanese voice actors
Parliament of Lebanon	Lebanon
Jean Obeid	1939 births, 2021 deaths, Lebanese politicians, Deaths from the COVID-19 pandemic in Lebanon
Metromedia Square	Buildings and structures in Los Angeles, California, Television
Tandem Productions	1958 establishments in the United States, American entertainment companies, Movie studios
Windows Mobile 2003	Microsoft operating systems
Loyalakpa	Meitei gods and goddesses
Khuman Kangleirol	Puya, History
501.V2 variant	COVID-19 pandemic
Djenné	Cities in Mali
Anthony Sowell	1959 births, American serial killers, American people convicted of murder, American rapists, Criminals from Ohio, People who died in prison custody in the United States, 2021 deaths
Melanie Martinez	1995 births, American television directors, American pop singers, American singer-songwriters, Bisexual people, LGBT singers, LGBT people from New York City, Singers from New York City, Actors from New York City, Living people
Michał Szewczyk (actor)	1934 births, 2021 deaths, Polish movie actors, People from Łódź, Polish stage actors
Els Vader	1959 births, 2021 deaths, Deaths from thyroid cancer, Dutch Olympians, People from Vlissingen, Sportspeople from Zeeland, Sprinters
Beatriz Yamamoto Cázarez	1957 births, 2021 deaths, Deaths from the COVID-19 pandemic in Mexico, Mexican politicians
Valeria Gagealov	1931 births, 2021 deaths, Deaths from the COVID-19 pandemic in Romania, Romanian movie actors, Romanian television actors, Romanian stage actors
Ivan Izquierdo	1937 births, 2021 deaths, People from Buenos Aires, Deaths from pneumonia, Argentine scientists, Brazilian scientists
Rajiv Kapoor	1962 births, 2021 deaths, Deaths from myocardial infarction, Indian movie actors, Indian television actors, Indian movie directors, Indian movie producers, Actors from Mumbai
José Maranhão	1933 births, 2021 deaths, Brazilian politicians, Deaths from the COVID-19 pandemic in Brazil
Franco Marini	1933 births, 2021 deaths, Deaths from the COVID-19 pandemic in Italy, Italian politicians
Klaus Bühler	1941 births, 2021 deaths, Politicians of the Christian Democratic Union of Germany
Gilles Fauconnier	1944 births, 2021 deaths, French academics, Linguists
Stanisław Wołodko	1950 births, 2021 deaths, Polish sportspeople, Polish Olympians, People from Vilnius
Thomas Rutherford Brett	1931 births, 2021 deaths, American judges, Politicians from Oklahoma City, US Democratic Party politicians
Andrew Fraser, Baron Fraser of Corriegarth	1946 births, 2021 deaths, Alumni of the University of Oxford, Conservative Party (UK) people, Deaths from brain cancer, Members of the House of Lords
Louise Elisabeth Coldenhoff	1935 births, 2021 deaths, Indonesian people, Military people
René Victor Pilhes	1934 births, 2021 deaths, Writers from Paris
Adam Kopczyński	1948 births, 2021 deaths, Polish ice hockey players, Polish Olympians, Deaths from the COVID-19 pandemic in Poland
Yisa Sofoluwe	1967 births, 2021 deaths, Nigerian footballers, Deaths from the COVID-19 pandemic in Nigeria
Billy Conigliaro	1947 births, 2021 deaths, Boston Red Sox players, Milwaukee Brewers players, Oakland Athletics players, Sportspeople from Massachusetts
Stewart Greenleaf	1939 births, 2021 deaths, State legislators of the United States, Politicians from Pennsylvania, US Republican Party politicians
Ebbe Kops	1930 births, 2021 deaths, Danish sportspeople, Olympians, Boxers
Pachín	1938 births, 2021 deaths, Spanish footballers, Spanish football managers
Olivia Rodrigo	Living people, 2003 births, American child actors, American movie actors, American television actors, Singer-songwriters from California, Actors from California
Michael O'Keefe (Louisiana politician)	1931 births, 2021 deaths, State legislators of the United States, Politicians from New Orleans, Louisiana, US Democratic Party politicians, Deaths from melanoma
Jacksonville, Texas	Cities in Texas
Ida Keeling	1915 births, Living people, American track and field athletes, American centenarians, Sportspeople from New York City, Caribbean sportspeople, Naturalized citizens of the United States
Jerry M. Patterson	1934 births, Living people, American mayors, United States representatives from California, US Democratic Party politicians, Politicians from El Paso, Texas, People from Santa Ana, California
Nick Smith (American politician)	1934 births, Living people, United States representatives from Michigan, US Republican Party politicians
Addison, Michigan	Villages in Michigan
Adrian, Michigan	Cities in Michigan, County seats in Michigan
Stephen L. Neal	1934 births, Living people, United States representatives from North Carolina, People from Winston-Salem, North Carolina, US Democratic Party politicians
Kenneth Lamar Holland	1934 births, 2021 deaths, United States representatives from South Carolina, US Democratic Party politicians, Deaths from Alzheimer's disease, Deaths from diabetes, Disease-related deaths in Virginia
Ronald A. Sarasin	1934 births, Living people, United States representatives from Connecticut, US Republican Party politicians, Politicians from Massachusetts
Beacon Falls, Connecticut	Towns in Connecticut
John James (footballer, born 1948)	1948 births, 2021 deaths, Sportspeople from Staffordshire, English footballers
Dave Grusin	1934 births, Living people, Academy Award winners, Grammy Award winners, American pianists, American composers, American jazz musicians, American keyboard players, American record producers, Musicians from Colorado, Writers from Colorado
Evan Ryan	1971 births, Living people, Politicians from Virginia, People from Alexandria, Virginia, US Democratic Party politicians
Khumanlol	Puya, History
Ningthourol Lambuba	Puya, History of Manipur
Shout! Factory	American entertainment companies
Helloi	Meitei culture, Meitei folklore, Meitei mythology, Meitei religion
Intermediate massed black hole	Black holes
Veragua cross-banded tree frog	Frogs, Animals of South America
Liz Torres	1947 births, American movie actors, American television actors, Actors from the Bronx, Singers from New York City, Comedians from New York City, Living people
Tess Harper	1950 births, American television actors, American movie actors, Actors from Arkansas, Living people, Award winning actors
Zinder	Cities in Niger
Isthmian Games	Sports, Ancient Greece
Maradi, Niger	Cities in Niger
Khuman Leipaak	History
Allan Melvin	1923 births, 2008 deaths, American movie actors, American television actors, American voice actors, Actors from Kansas City, Missouri, Cancer deaths in California
Christine Lahti	1950 births, American television actors, American stage actors, American movie actors, Actors from Michigan, Living people
Yurnalis Ngayoh	1942 births, 2021 deaths, Indonesian politicians
Goran Daničić	1962 births, 2021 deaths, Serbian actors, Movie actors
Lateef Jakande	1929 births, 2021 deaths, Nigerian politicians
Rubén Alfonso Ramírez	1936 births, 2021 deaths, Guatemalan politicians, North American entertainers, Television presenters, Guatemalan writers
Jayalal Rohana	1964 births, 2021 deaths, Writers, Screenwriters, Sri Lankan movie actors, Television actors, Stage actors, People from Colombo
Leslie E. Robertson	1928 births, 2021 deaths, Deaths from blood cancer, Cancer deaths in California, Engineers from California, Businesspeople from California
Neville Fernando	2021 deaths, 1931 births, Sri Lankan politicians, Deaths from the COVID-19 pandemic
Richard Brake	1964 births, Living people, Naturalized citizens of the United States, Welsh movie actors, Welsh television actors, Welsh stage actors, Welsh voice actors, American movie actors, American television actors, American voice actors, American stage actors, Actors from California
QueerSportSplit	LGBT
Field Spaniel	Spaniels
Clionidae	Gastropods
Clionoidea	Gastropods
Potala Palace	Palaces, Buildings and structures in Tibet
Blue-collar worker	Employment
Lee Adams	1924 births, American songwriters, Lyricists, Musicians from Ohio, Living people
Zdeněk Sternberg	1923 births, 2021 deaths
Charles Strouse	1928 births, American movie score composers, Jewish American musicians, Musicians from New York City, Living people
Miquel Ferrer i Aymamí	1931 births, 2021 deaths, Spanish footballers
Telly Tjanggulung	Indonesian politicians, 1973 births, 2021 deaths
Roland Chassain	1947 births, 2021 deaths, French mayors
Ibrahim Othman Ibrahim Idris	1961 births, 2021 deaths, Sudanese people, Criminals
Rusty Brooks	1958 births, 2021 deaths, Deaths from surgical complications, American professional wrestlers, Sportspeople from Texas, People from Denton, Texas
Eli Soriano	1947 births, 2021 deaths, Filipino entertainers
Wiesław Glos	1936 births, 2021 deaths, Polish Olympians, Fencers, People from Kraków
Khuman Pokpa	Meitei gods and goddesses
Moirang Ningthourol Lambuba	Puya, History
Otto Geisert	1939 births, 2021 deaths, German footballers
Mike Henry (American football)	1936 births, 2021 deaths, American football linebackers, Pittsburgh Steelers players, Los Angeles Rams players, American television actors, American movie actors, Actors from Los Angeles, California, Sportspeople from Los Angeles, California, Deaths from chronic traumatic encephalopathy, Deaths from Parkinson's disease
